,STARTDATE,ELAPSED,USERID,EVENTID,EVENT_DESC,WORKSPACEID,WS_DESC,TRANSACTIONTYPE,CORE_ID,HR_ORGANIZATION,LOCATION,USER_ROLE,MAG_CODE,ELAPSED_normalized,score
14300,2019-08-05 10:56:49,2.633,8677768,x84sljJzv,Team Allocation, ,Exception,0,ATP01403,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.008004823611693544,2.313211681
14396,2019-08-05 15:57:15,3.077,56581,x84sljJzv,Team Allocation, ,Exception,1,RVGV70,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_Resource Manager,RP2,0.08638565604190943,5.1487083948
14414,2019-08-05 21:15:15,3.371,180977915,x84sljJzv,Team Allocation, ,Exception,1,NXF42918,HPMS.MICR,US-AUS01,_PMO+RM,RMC,0.03874463219603639,4.5140482008
14418,2019-08-05 22:03:40,0.975,57991,x84sljJzv,Team Allocation, ,Exception,1,B08380,HPMS.AAA,US-CHD01,_PMO+RM,RB4,0.03695578094001848,4.462221914
14425,2019-08-06 00:39:40,1.387,61049,x84sljJzv,Team Allocation, ,Exception,1,ECM008,HPMS.MICR,US-AUS01,_PM+RM,RMC,0.009096422940445686,2.5450432591
14430,2019-08-06 03:58:17,2.721,60865,x84sljJzv,Team Allocation, ,Exception,1,EKT011,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_Resource Manager,RMC,0.011763983080210406,2.9873795523
14432,2019-08-06 04:33:27,16.823,63630,x84sljJzv,Team Allocation, ,Exception,0,B14382,T&O.TO-PT,CN-TNJ03,_Resource Manager,RTN,0.06342063508505974,4.9379905798
14454,2019-08-06 05:39:45,7.77,63626,x84sljJzv,Team Allocation, ,Exception,1,B15853,T&O.TO-PT,CN-TNJ03,_Resource Manager,RTN,0.009902977680079958,2.7083022294
14458,2019-08-06 05:53:21,4.151,59742,x84sljJzv,Team Allocation, ,Exception,1,R58653,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_PM+RM,RNG,0.013693570637121096,3.2201992709
14466,2019-08-06 06:17:15,6.149,8923134,x84sljJzv,Team Allocation, ,Exception,1,DEP16805,HPMS.CBS,DE-HBG02,_PM+RM,RD4,0.008024826740754448,2.3158655744
14514,2019-08-06 09:23:06,2.12,8559799,x84sljJzv,Team Allocation, ,Exception,0,NXP51469,HPMS.IDA,DE-HBG02,_Resource Manager,RRA,0.010498785167108286,2.8066846111
14529,2019-08-06 11:10:13,3.111,8934457,x84sljJzv,Team Allocation, ,Exception,1,BEQ03367,HPMS.SIP,BE-LEU01-s1,_PMO+RM,R83,0.0436061069553023,4.632869693
14590,2019-08-06 23:31:40,0.795,59024,x84sljJzv,Team Allocation, ,Exception,1,RP1032,HPMS.CBS,US-CHD01,_PM+RM,RD4,0.008334875241198445,2.386135676
14674,2019-08-08 06:13:07,2.287,22944023,x84sljJzv,Team Allocation, ,Exception,1,NXF38695,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.026902065394515284,4.149636697
14699,2019-08-08 07:57:54,1.155,22944023,x84sljJzv,Team Allocation, ,Exception,1,NXF38695,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.008331303253866143,2.3854959539
14712,2019-08-08 08:49:33,1.435,8711508,x84sljJzv,Team Allocation, ,Exception,1,NXP52773,HPMS.CBS,AT-GRK01-s1,_PM+RM,RD4,0.010065145904966565,2.7343985068
14732,2019-08-08 10:51:49,1.518,8709831,x84sljJzv,Team Allocation, ,Exception,1,NXP42905,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.010672383751458266,2.8303565494
14780,2019-08-08 16:52:31,2.517,3180504,x84sljJzv,Team Allocation, ,Exception,0,RZPZ80,T&O.TO-FO,US-AUS02,_Resource Manager,RAT,0.037306550096050745,4.4678867449
14827,2019-08-09 04:44:15,3.741,62402,x84sljJzv,Team Allocation, ,Exception,1,R61931,HPMS.OPS,CN-TNJ02,_PE+RM,RMC,0.00881566473612658,2.4862842509
14857,2019-08-09 06:18:45,3.969,59714,x84sljJzv,Team Allocation, ,Exception,1,R49242,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_PM+RM,RNG,0.04289528147617378,4.6163989728
14858,2019-08-09 06:18:54,5.482,59718,x84sljJzv,Team Allocation, ,Exception,1,R49168,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_PM+RM,RNG,0.4232304910553865,5.724780393
14867,2019-08-09 07:00:18,3.146,57142,x84sljJzv,Team Allocation, ,Exception,0,B17255,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RP2,0.0389339475246485,4.519470211
14869,2019-08-09 07:01:52,54.855,3265138,x84sljJzv,Team Allocation, ,Exception,0,NXP37887,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.03963762902911242,4.5388919563
14898,2019-08-09 08:20:14,8.09,8923134,x84sljJzv,Team Allocation, ,Exception,1,DEP16805,HPMS.CBS,DE-HBG02,_PM+RM,RD4,0.10077004902909814,5.2385643686
14913,2019-08-09 09:44:45,1.185,8930703,x84sljJzv,Team Allocation, ,Exception,1,NXP21263,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.03786092253002435,4.4790582672
14922,2019-08-09 10:29:23,7.804,8673585,x84sljJzv,Team Allocation, ,Exception,1,NXP72766,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RP2,0.03790950155774368,4.4802531898
14927,2019-08-09 10:47:34,2.98,8687255,x84sljJzv,Team Allocation, ,Exception,1,DEP10906,HPMS.STI,DE-HBG02,_PMO+RM,RC9,0.03740442254895588,4.4690291785
14937,2019-08-09 10:59:58,1.721,9450573,x84sljJzv,Team Allocation, ,Exception,1,NLV05032,T&O.TO-FO,NL-NYM01-s1,_PMO+RM,R86,0.038311707331361126,4.4981428285
14939,2019-08-09 11:15:20,53.984,57132,x84sljJzv,Team Allocation, ,Exception,0,B20609,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RP2,0.03737156026549868,4.4686088512
15072,2019-08-09 23:10:44,2.066,8930703,x84sljJzv,Team Allocation, ,Exception,0,NXP21263,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.03743514164001369,4.4694495395
15101,2019-08-11 20:44:17,8.629,11066945,x84sljJzv,Team Allocation, ,Exception,1,SNEHA_DM,The Support IT.A Support PMO,NXP-REMOTE,_Core Team Support User,,0.06155034251786531,4.9158861773
15159,2019-08-12 07:58:23,1.028,8559635,x84sljJzv,Team Allocation, ,Exception,1,NLV09159,HPMS.IDA,NL-HTC01-s1,_Resource Manager,RRA,0.010956713943109674,2.8745999084
15196,2019-08-12 10:08:58,1.443,7631748,x84sljJzv,Team Allocation, ,Exception,1,NLV03630,HPMS.AAA,NL-NYM01-s1,_PMO+RM,R16,0.10937210892275293,5.280954238
15218,2019-08-12 11:38:38,1.337,8934457,x84sljJzv,Team Allocation, ,Exception,1,BEQ03367,HPMS.SIP,BE-LEU01-s1,_PMO+RM,R83,0.007856943336136154,2.2798473237
15221,2019-08-12 11:45:10,2.17,8794922,x84sljJzv,Team Allocation, ,Exception,0,NLV04220,HPMS.CBS,NL-NYM01-s1,_PM+RM,R88,0.0371851025267524,4.4659173972
15318,2019-08-12 18:20:59,1.809,62528,x84sljJzv,Team Allocation, ,Exception,0,R200035,T&O.SSC-GTI,US-AUS01,_PMO+RM,RF9,0.014321526010140159,3.2871295836
15341,2019-08-13 01:32:43,1.088,61390,x84sljJzv,Team Allocation, ,Exception,1,B07899,"HPMS.Kechichian, Kevork - NXF53803",CN-TNJ04,_Resource Manager,RMC,0.028864515234883172,4.2226717887
15348,2019-08-13 04:33:42,1.68,218850700,x84sljJzv,Team Allocation, ,Exception,1,NXF47868,HPMS.STI,IN-BLR01-s1,_Resource Manager,RC9,0.03811381923315148,4.4871220738
15361,2019-08-13 06:32:02,1.521,25482850,x84sljJzv,Team Allocation, ,Exception,1,NXF40418,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.037540158067583436,4.4714112787
15387,2019-08-13 08:11:52,5.408,8928362,x84sljJzv,Team Allocation, ,Exception,1,ATP01751,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.037128665126902,4.4650630245
15388,2019-08-13 08:18:44,2.014,8557885,x84sljJzv,Team Allocation, ,Exception,1,NLV13682,HPMS.IDA,NL-HTC01-s1,_Resource Manager,RRA,0.03802737713970972,4.4841547165
15401,2019-08-13 09:11:33,2.536,61763,x84sljJzv,Team Allocation, ,Exception,1,B17931,HPMS.MICR,CN-SHA02,_Resource Manager,RMC,0.008813521543727198,2.4858738263
15402,2019-08-13 09:11:38,1.957,19511734,x84sljJzv,Team Allocation, ,Exception,1,NXF31173,HPMS.CBS,IN-BLR01-s1,_Resource Manager,R88,0.013272076131909208,3.170694631
15404,2019-08-13 09:25:59,18.934,8923035,x84sljJzv,Team Allocation, ,Exception,1,NXP56876,HPMS.CBS,DE-HBG02,_Resource Manager,RD4,0.008573483994996361,2.4337670433
15408,2019-08-13 09:43:04,3.256,3261824,x84sljJzv,Team Allocation, ,Exception,0,ATP50549,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.00847632593955769,2.4138044934
15429,2019-08-13 10:58:14,2.248,25482850,x84sljJzv,Team Allocation, ,Exception,0,NXF40418,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.007839797796941094,2.2763605051
15485,2019-08-13 14:26:19,2.942,8557208,x84sljJzv,Team Allocation, ,Exception,0,NLV04197,HPMS.IDA,NL-NYM01-s1,_PM+RM,RA1,0.03776733646191798,4.4768638053
15493,2019-08-13 14:50:54,3.829,163949604,x84sljJzv,Team Allocation, ,Exception,1,NXF44647,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_PMO+RM,RP2,0.037444428807077684,4.469567351
15499,2019-08-13 15:56:44,1.222,7631748,x84sljJzv,Team Allocation, ,Exception,1,NLV03630,HPMS.AAA,NL-NYM01-s1,_PMO+RM,R16,0.024545268152661025,4.0483714649
15557,2019-08-14 08:58:58,0.881,3265239,x84sljJzv,Team Allocation, ,Exception,1,NXA00051,HPMS.STI,GB-EKB02,_Resource Manager,RC9,0.03670645622422365,4.4582567303
15571,2019-08-14 11:01:36,2.397,8925514,x84sljJzv,Team Allocation, ,Exception,1,NXP29574,HPMS.OPS,AT-GRK01-s1,_Resource Manager,RC9,0.008047687459681195,2.3198885341
15726,2019-08-16 00:48:14,1.9,58806,x84sljJzv,Team Allocation, ,Exception,0,R45398,HPMS.SIP,US-CHD01,_Resource Manager,RN3,0.017608468753326414,3.6080514
15728,2019-08-16 04:18:39,25.004,59639,x84sljJzv,Team Allocation, ,Exception,0,B09586,HPMS.DN,IN-NDA02,_PM+RM,RNG,0.01146465054176332,2.944264238
15734,2019-08-16 05:29:54,3.295,8556620,x84sljJzv,Team Allocation, ,Exception,0,DEP10304,HPMS.IDA,DE-HBG02,_Resource Manager,RRA,0.014781597978540931,3.3344259919
15751,2019-08-16 07:33:29,2.691,9485623,x84sljJzv,Team Allocation, ,Exception,1,NLV05967,T&O.TO-FO,NL-NYM01-s1,_PMO+RM,REA,0.015636731745894538,3.421822496
15773,2019-08-16 09:05:43,3.62,1073514,x84sljJzv,Team Allocation, ,Exception,1,B57103,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_PM+RM,RP2,0.017868509431118153,3.6286682647
15782,2019-08-16 10:38:13,3.016,8795913,x84sljJzv,Team Allocation, ,Exception,1,NLV04595,T&O.TO-PT,NL-NYM01-s1,_Resource Manager,RF5,0.03727583100499293,4.4673846862
15817,2019-08-16 15:28:09,2.043,56951,x84sljJzv,Team Allocation, ,Exception,0,RA5666,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_Resource Manager,RP2,0.008535620929273938,2.4266805485
15822,2019-08-16 16:18:26,2.877,245567140,x84sljJzv,Team Allocation, ,Exception,1,NXF51167,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.03808167134716074,4.485819733
15826,2019-08-16 17:39:05,5.19,60803,x84sljJzv,Team Allocation, ,Exception,1,RZWB50,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_Resource Manager,RMC,0.037936648661469195,4.481190718
15834,2019-08-16 18:51:33,2.233,64051,x84sljJzv,Team Allocation, ,Exception,1,R44498,HPMS.RPS,US-CHD01,_Resource Manager,RIN,0.014836606583458414,3.3399171698
15847,2019-08-16 20:22:06,1.208,61018,x84sljJzv,Team Allocation, ,Exception,1,R20927,HPMS.DN,US-AUS01,_Resource Manager,RNG,0.037122235549703855,4.4649638867
15874,2019-08-18 18:54:10,1.156,3262112,x84sljJzv,Team Allocation, ,Exception,1,NXP84335,HPMS.STI,DE-MUC02,_PM+RM,RC9,0.008134129553122956,2.3413550756
15900,2019-08-19 06:24:23,1.825,1073514,x84sljJzv,Team Allocation, ,Exception,1,B57103,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_PM+RM,RP2,0.012547677100917932,3.0858122233
15908,2019-08-19 06:58:28,3.25,7631748,x84sljJzv,Team Allocation, ,Exception,1,NLV03630,HPMS.AAA,NL-NYM01-s1,_PMO+RM,R16,0.013036324967977134,3.1447815525
15909,2019-08-19 07:04:06,2.276,7631748,x84sljJzv,Team Allocation, ,Exception,1,NLV03630,HPMS.AAA,NL-NYM01-s1,_PMO+RM,R16,0.018377874824704724,3.6706591516
15910,2019-08-19 07:05:59,18.604,1073514,x84sljJzv,Team Allocation, ,Exception,0,B57103,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_PM+RM,RP2,0.0127798562775177,3.113341038
15934,2019-08-19 08:16:22,1.244,8557885,x84sljJzv,Team Allocation, ,Exception,1,NLV13682,HPMS.IDA,NL-HTC01-s1,_Resource Manager,RRA,0.04385185968376482,4.6379851629
15936,2019-08-19 08:19:17,61.739,8556645,x84sljJzv,Team Allocation, ,Exception,0,NLV08316,HPMS.IDA,NL-NYM01-s1,_Resource Manager,RA1,0.01294488209227015,3.1339825445
15941,2019-08-19 08:23:25,1.732,8794810,x84sljJzv,Team Allocation, ,Exception,1,NLV03649,HPMS.RPS,NL-NYM01-s1,_Resource Manager,R77,0.03721867920767606,4.4663996563
15955,2019-08-19 08:43:10,2.811,61113,x84sljJzv,Team Allocation, ,Exception,1,R61074,"HPMS.Kechichian, Kevork - NXF53803",CN-TNJ04,_Resource Manager,RMC,0.010140872036411413,2.7469597855
15960,2019-08-19 08:56:28,1.581,8693570,x84sljJzv,Team Allocation, ,Exception,1,FRQ05065,HPMS.STI,FR-CFR02-s1,_PM+RM,RC9,0.01104672802388374,2.8868814408
15965,2019-08-19 09:11:17,2.178,8794922,x84sljJzv,Team Allocation, ,Exception,0,NLV04220,HPMS.CBS,NL-NYM01-s1,_PM+RM,R88,0.03751944054105607,4.4709442484
15969,2019-08-19 09:49:23,8.779,8353029,x84sljJzv,Team Allocation, ,Exception,1,ING04174,HPMS.SIP,IN-BLR01-s1,_PMO+RM,RD9,0.5492844952174663,5.7749663929
16016,2019-08-19 13:25:46,1.778,22945814,x84sljJzv,Team Allocation, ,Exception,1,NXF39853,T&O.TO-FO,US-AUS02,_PMO+RM,RAT,0.2775498452972287,5.6203739028
16080,2019-08-20 05:15:22,3.605,9131875,x84sljJzv,Team Allocation, ,Exception,1,NXF27375,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.00832130168933569,2.383752411
16090,2019-08-20 06:57:28,2.013,8688137,x84sljJzv,Team Allocation, ,Exception,1,DEP11234,CORP.SSC-HRM,DE-HBG02,<No Rights>,RZ8,0.03223718567404473,4.340232897
16117,2019-08-20 08:39:52,1.53,3261961,x84sljJzv,Team Allocation, ,Exception,1,NXP79559,HPMS.STI,NL-HTC01-s1,_PM+RM,RC9,0.009467195225538854,2.6302051348
16123,2019-08-20 09:07:52,1.718,3262131,x84sljJzv,Team Allocation, ,Exception,1,ATP50548,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.03819526054432801,4.4939992323
16130,2019-08-20 09:31:02,3.819,8704768,x84sljJzv,Team Allocation, ,Exception,1,NXP25289,HPMS.CBS,DE-HBG02,_Resource Manager,RD4,0.2531010208025399,5.5955554262
16137,2019-08-20 10:23:48,2.661,59721,x84sljJzv,Team Allocation, ,Exception,1,B02759,"HPMS.Kechichian, Kevork - NXF53803",IN-BLR01-s1,_Resource Manager,RNG,0.03805309544850231,4.4849527935
16149,2019-08-20 11:37:00,1.385,7631998,x84sljJzv,Team Allocation, ,Exception,1,NXP73005,HPMS.AAA,AT-GRK01-s1,_PMO+RM,R62,0.010215169372923338,2.7582808796
16181,2019-08-20 15:04:27,0.868,3265355,x84sljJzv,Team Allocation, ,Exception,1,NXP32477,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.008254148327488373,2.3715529881
16243,2019-08-21 08:18:54,1.182,60841,x84sljJzv,Team Allocation, ,Exception,1,R20530,HPMS.MICR,FR-MGI01,_Resource Manager,RMP,0.036811472651793395,4.4601331512
16266,2019-08-21 11:09:43,2.212,8353029,x84sljJzv,Team Allocation, ,Exception,1,ING04174,HPMS.SIP,IN-BLR01-s1,_PMO+RM,RD9,0.009323601334780229,2.6005798743
16288,2019-08-21 14:46:29,1.717,61944,x84sljJzv,Team Allocation, ,Exception,1,B22037,HPMS.MICR,MX-GDL01,_PMO+RM,RMC,0.056278803612850876,4.8488584336
16314,2019-08-22 04:44:27,2.844,61637,x84sljJzv,Team Allocation, ,Exception,1,B32804,HPMS.MICR,CN-SHA02,_Resource Manager,RMC,0.015807472740378675,3.4378719911
16329,2019-08-22 06:40:13,2.296,8959337,x84sljJzv,Team Allocation, ,Exception,1,DEP10889,T&O.TO-PT,DE-HBG02,_PMO+RM,RF6,0.03718867451408471,4.4659675417
16345,2019-08-22 08:40:06,0.982,3261776,x84sljJzv,Team Allocation, ,Exception,1,ING08122,HPMS.STI,IN-BLR01-s1,_Resource Manager,RC9,0.05527507517247342,4.8352388441
16362,2019-08-22 09:39:46,2.891,57153,x84sljJzv,Team Allocation, ,Exception,0,B37073,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RP2,0.03834671280721771,4.4993152002
16388,2019-08-22 11:36:50,2.041,3265138,x84sljJzv,Team Allocation, ,Exception,1,NXP37887,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.00884138304491917,2.4941681204
16389,2019-08-22 11:43:37,1.785,280197763,x84sljJzv,Team Allocation, ,Exception,1,NXF54685,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.022949304212587538,3.9671482368
16428,2019-08-22 16:00:24,2.306,61944,x84sljJzv,Team Allocation, ,Exception,0,B22037,HPMS.MICR,MX-GDL01,_PMO+RM,RMC,0.011539662275741708,2.9579242989
16449,2019-08-22 20:00:40,1.818,7632005,x84sljJzv,Team Allocation, ,Exception,1,USB01082,HPMS.MICR,US-SJO01-s1,_PMO+RM,R05,0.009373609157432485,2.6090964758
16457,2019-08-22 21:02:34,1.57,60790,x84sljJzv,Team Allocation, ,Exception,1,RA0857,HPMS.MICR,US-AUS01,_PMO+RM,RMC,0.008100552872199296,2.3315372509
16496,2019-08-23 07:01:02,1.819,3262131,x84sljJzv,Team Allocation, ,Exception,1,ATP50548,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.03814453832420929,4.4884019103
16550,2019-08-23 10:50:06,2.423,8711508,x84sljJzv,Team Allocation, ,Exception,0,NXP52773,HPMS.CBS,AT-GRK01-s1,_PM+RM,RD4,0.16892285293199438,5.4704501027
16555,2019-08-23 11:10:26,1.409,219891802,x84sljJzv,Team Allocation, ,Exception,1,NXF47878,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.017739917887155204,3.6184413771
16580,2019-08-23 13:19:58,2.781,240097,x84sljJzv,Team Allocation, ,Exception,1,RG004C,HPMS.MICR,CZ-RPR01,_Resource Manager,RMC,0.06786347292897961,4.9879587383
16583,2019-08-23 13:41:41,1.441,60894,x84sljJzv,Team Allocation, ,Exception,1,RP1776,CORP.SSC-HRM,US-AUS01,_PM+RM+Portfolio,RY3,0.026519862749958746,4.1348412416
16593,2019-08-23 14:40:59,1.844,8711508,x84sljJzv,Team Allocation, ,Exception,0,NXP52773,HPMS.CBS,AT-GRK01-s1,_PM+RM,RD4,0.021378344183840187,3.8750993658
16698,2019-08-26 09:23:34,1.212,8796002,x84sljJzv,Team Allocation, ,Exception,1,NLV04604,HPMS.AAA,NL-NYM01-s1,_Resource Manager,R16,0.010725963561442828,2.837975517
16837,2019-08-27 06:20:56,7.081,3262131,x84sljJzv,Team Allocation, ,Exception,1,ATP50548,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.015434557262886126,3.4025025232
16868,2019-08-27 09:45:31,2.569,19511734,x84sljJzv,Team Allocation, ,Exception,1,NXF31173,HPMS.CBS,IN-BLR01-s1,_Resource Manager,R88,0.009165719494692385,2.5650203806
16913,2019-08-27 13:27:07,6.217,8929505,x84sljJzv,Team Allocation, ,Exception,1,NXA30371,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.10298110918779439,5.2499199362
16918,2019-08-27 13:51:41,2.519,122016,x84sljJzv,Team Allocation, ,Exception,1,B55935,"HPMS.Kechichian, Kevork - NXF53803",FR-MGI01,_Resource Manager,RMC,0.009690801632541091,2.6733604902
16963,2019-08-28 02:41:26,2.161,61121,x84sljJzv,Team Allocation, ,Exception,1,R63894,"HPMS.Kechichian, Kevork - NXF53803",CN-SHA02,_Resource Manager,RMC,0.03071266148061733,4.291033478
